hour_index,generation_kw,load_kw,generation_kwh,load_kwh,grid_import,grid_export,curtailed_kwh,unmet_load_kwh,soc,cloud,inverter_failed_frac,season,strategy,time_step_min
141,0.0,1.7405536654567442,0.0,1.7405536654567442,0.0,0.0,0.0,0.0,2.500813682947058,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
142,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.973767406252328,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
143,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.4467211295575981,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
144,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.9196748528628682,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
145,0.6846552208200772,0.5,0.6846552208200772,0.5,0.0,0.0,0.0,0.0,1.042149549083232,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
146,1.322652319787515,0.5,1.322652319787515,0.5,0.0,0.0,0.0,0.0,1.7698814372986849,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
147,1.8705128489477403,0.5,1.8705128489477403,0.5,0.0,0.0,0.0,0.0,3.01735945918956,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
148,2.2909010186208145,0.5,2.2909010186208145,0.5,0.0,0.0,0.0,0.0,4.663652716347306,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
149,2.555168069767817,0.5,2.555168069767817,0.5,0.0,0.0,0.0,0.0,6.560651711153274,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
150,2.6453046395750306,0.5,2.6453046395750306,0.5,0.0,0.0,0.0,0.0,8.54316176427891,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
151,2.5551680697678174,0.5,2.5551680697678174,0.5,0.0,0.0,0.0,0.0,10.440160759084879,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
152,2.290901018620815,0.5,2.290901018620815,0.5,0.0,0.0,0.0,0.0,12.086454016242627,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
153,1.8705128489477403,0.5,1.8705128489477403,0.5,0.0,0.0,0.0,0.0,13.374040739781083,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
154,1.3226523197875162,0.5,1.3226523197875162,0.5,0.0,0.689879601560311,0.0,0.0,13.5,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
155,0.6846552208200779,0.5,0.6846552208200779,0.5,0.0,0.1846552208200779,0.0,0.0,13.5,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
156,3.2395638596252045e-16,0.5,3.2395638596252045e-16,0.5,0.0,0.0,0.0,0.0,12.97295372330527,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
157,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,12.44590744661054,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
158,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,11.918861169915811,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
159,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,11.391814893221081,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
160,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,10.864768616526352,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
161,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,10.337722339831622,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
162,0.0,0.5552193756874158,0.0,0.5552193756874158,0.0,0.0,0.0,0.0,9.752469730421971,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
163,0.0,2.3987494092167725,0.0,2.3987494092167725,0.0,0.0,0.0,0.0,7.223965840719206,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
164,0.0,2.506778969990524,0.0,2.506778969990524,0.0,0.0,0.0,0.0,4.581588795458894,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
165,0.0,1.102318555045411,0.0,1.102318555045411,0.0,0.0,0.0,0.0,3.419643015122497,0.47093907208499386,0.0,Spring,CHARGE_PRIORITY,60
